,symbols,date,close,open,max_price,min_price
1004,HPG,2023-09-12,35500.0,28000.0,35500.0,27700.0
1005,VHM,2023-09-11,52500.0,54600.0,54900.0,52500.0
1006,HPG,2023-09-11,28000.0,29000.0,29500.0,34500.0
1007,FPT,2023-09-11,97400.0,98700.0,99500.0,95300.0
1008,POW,2023-09-11,12700.0,13000.0,13500.0,12700.0
1009,TCB,2023-09-11,39500.0,35600.0,35600.0,38500.0
1010,HPG,2023-09-08,35500.0,28500.0,30500.0,28400.0
1011,POW,2023-09-08,20500.0,12900.0,13000.0,20500.0
1012,FPT,2023-09-08,97600.0,97500.0,98500.0,97000.0
1013,VHM,2023-09-08,54000.0,55000.0,55500.0,54000.0
1014,TCB,2023-09-08,38500.0,43500.0,35900.0,38500.0
1015,HPG,2023-09-07,34500.0,29000.0,29300.0,28500.0
1016,VHM,2023-09-07,55100.0,56500.0,56600.0,54900.0
1017,TCB,2023-09-07,42500.0,37500.0,37500.0,35100.0
1018,POW,2023-09-07,12900.0,13100.0,14500.0,12900.0
1019,FPT,2023-09-07,97900.0,99000.0,100800.0,97600.0
1020,TCB,2023-09-06,35200.0,35500.0,38500.0,42500.0
1021,VHM,2023-09-06,55900.0,55500.0,57000.0,55400.0
1022,FPT,2023-09-06,99000.0,97100.0,99000.0,96300.0
1023,HPG,2023-09-06,29000.0,34500.0,29000.0,27400.0
1024,POW,2023-09-06,13000.0,13000.0,13100.0,20500.0
1025,TCB,2023-09-05,35000.0,34800.0,36500.0,41500.0
1026,HPG,2023-09-05,27800.0,27800.0,36500.0,29500.0
1027,VHM,2023-09-05,55300.0,55200.0,55500.0,54400.0
1028,FPT,2023-09-05,96800.0,97100.0,98700.0,96800.0
1029,POW,2023-09-05,13000.0,20500.0,13500.0,12800.0
1030,FPT,2023-08-31,96700.0,96600.0,97500.0,96100.0
1031,POW,2023-08-31,12800.0,19500.0,12800.0,12700.0
1032,HPG,2023-08-31,27600.0,27400.0,27900.0,27300.0
1033,TCB,2023-08-31,34500.0,34100.0,34500.0,34100.0
1034,VHM,2023-08-31,54700.0,54800.0,55900.0,54700.0
1035,FPT,2023-08-30,96600.0,93200.0,98200.0,93100.0
1036,VHM,2023-08-30,54600.0,54600.0,55100.0,54100.0
1037,HPG,2023-08-30,27200.0,27000.0,29500.0,33500.0
1038,POW,2023-08-30,12700.0,18500.0,12800.0,12600.0
1039,TCB,2023-08-30,34000.0,34000.0,34300.0,33900.0
1040,VHM,2023-08-29,54600.0,55000.0,55800.0,54400.0
1041,TCB,2023-08-29,33900.0,34000.0,36500.0,40500.0
1042,FPT,2023-08-29,93600.0,94000.0,94000.0,92800.0
1043,POW,2023-08-29,12600.0,12700.0,19500.0,12500.0
1044,HPG,2023-08-29,27000.0,26900.0,28500.0,26700.0
1045,POW,2023-08-28,12700.0,12600.0,12700.0,12500.0
1046,FPT,2023-08-28,94000.0,92000.0,94300.0,91000.0
1047,VHM,2023-08-28,54700.0,54500.0,55300.0,54200.0
1048,TCB,2023-08-28,34000.0,41500.0,34100.0,33600.0
1049,HPG,2023-08-28,34500.0,26000.0,34500.0,26000.0
1050,VHM,2023-08-25,54100.0,55500.0,55500.0,54000.0
1051,TCB,2023-08-25,39500.0,33700.0,41500.0,33400.0
1052,FPT,2023-08-25,90600.0,89500.0,91000.0,89100.0
1053,HPG,2023-08-25,34500.0,26200.0,26400.0,34500.0
1054,POW,2023-08-25,12500.0,17500.0,12700.0,16500.0
1055,VHM,2023-08-24,55400.0,54900.0,56100.0,54400.0
1056,POW,2023-08-24,12600.0,12500.0,18500.0,15500.0
1057,TCB,2023-08-24,33800.0,33500.0,42500.0,33400.0
1058,FPT,2023-08-24,90000.0,85500.0,90100.0,85100.0
1059,HPG,2023-08-24,26300.0,31500.0,26300.0,25600.0
1060,HPG,2023-08-23,31500.0,29500.0,30500.0,31500.0
1061,VHM,2023-08-23,54500.0,56900.0,56900.0,54400.0
1062,FPT,2023-08-23,86500.0,86400.0,86800.0,84700.0
1063,TCB,2023-08-23,33200.0,34000.0,34200.0,33200.0
1064,POW,2023-08-23,15500.0,20500.0,21500.0,15500.0
1065,POW,2023-08-22,12800.0,13000.0,13000.0,12300.0
1066,TCB,2023-08-22,33100.0,39500.0,33100.0,31900.0
1067,HPG,2023-08-22,27500.0,26200.0,29500.0,25100.0
1068,VHM,2023-08-22,55500.0,56800.0,56800.0,54500.0
1069,FPT,2023-08-22,86500.0,86300.0,86500.0,83000.0
1070,HPG,2023-08-21,26200.0,30500.0,31500.0,25900.0
1071,POW,2023-08-21,13000.0,13500.0,14500.0,12700.0
1072,FPT,2023-08-21,85900.0,85900.0,86700.0,85500.0
1073,TCB,2023-08-21,39500.0,32500.0,41500.0,32100.0
1074,VHM,2023-08-21,56000.0,56800.0,57200.0,55700.0
1075,TCB,2023-08-18,32500.0,39500.0,39500.0,36500.0
1076,VHM,2023-08-18,56800.0,60800.0,60800.0,56800.0
1077,FPT,2023-08-18,85500.0,85600.0,87900.0,84300.0
1078,POW,2023-08-18,13500.0,14500.0,14500.0,13500.0
1079,HPG,2023-08-18,26500.0,27900.0,28000.0,26200.0
1080,POW,2023-08-17,14000.0,13900.0,14100.0,13800.0
1081,FPT,2023-08-17,86000.0,85000.0,87200.0,85000.0
1082,HPG,2023-08-17,28100.0,28000.0,28700.0,28000.0
1083,TCB,2023-08-17,34700.0,35300.0,35300.0,34700.0
1084,VHM,2023-08-17,61000.0,62100.0,62600.0,61000.0
1085,HPG,2023-08-16,36500.0,36500.0,28000.0,33500.0
1086,VHM,2023-08-16,62900.0,63000.0,64100.0,62300.0
1087,TCB,2023-08-16,35300.0,34000.0,38500.0,42500.0
1088,FPT,2023-08-16,85100.0,83200.0,85200.0,83200.0
1089,POW,2023-08-16,13900.0,14000.0,14000.0,20500.0
1090,FPT,2023-08-15,84000.0,82600.0,84300.0,81500.0
1091,TCB,2023-08-15,34500.0,33900.0,34400.0,41500.0
1092,VHM,2023-08-15,61700.0,61200.0,62500.0,60900.0
1093,HPG,2023-08-15,36500.0,29500.0,30500.0,35500.0
1094,POW,2023-08-15,13900.0,13800.0,15500.0,19500.0
1095,HPG,2023-08-14,29500.0,27800.0,31500.0,33500.0
1096,VHM,2023-08-14,61200.0,60900.0,61800.0,60800.0
1097,TCB,2023-08-14,33800.0,40500.0,33800.0,37500.0
1098,FPT,2023-08-14,82600.0,82100.0,83200.0,82000.0
1099,POW,2023-08-14,20500.0,13800.0,21500.0,19500.0
1100,HPG,2023-08-11,27700.0,27400.0,34500.0,28500.0
1101,POW,2023-08-11,19500.0,13800.0,13900.0,18500.0
1102,FPT,2023-08-11,82000.0,82000.0,83000.0,81500.0
1103,TCB,2023-08-11,39500.0,38500.0,33800.0,33100.0
1104,VHM,2023-08-11,60900.0,62300.0,62500.0,59800.0
1105,VHM,2023-08-10,60600.0,60700.0,61600.0,60600.0
1106,POW,2023-08-10,13800.0,22500.0,14000.0,20500.0
1107,TCB,2023-08-10,33500.0,34000.0,34500.0,33500.0
1108,HPG,2023-08-10,30500.0,27900.0,27900.0,27300.0
1109,FPT,2023-08-10,82200.0,83100.0,83300.0,82200.0
1110,VHM,2023-08-09,60600.0,62300.0,62700.0,60600.0
1111,FPT,2023-08-09,83100.0,84000.0,84700.0,83000.0
1112,TCB,2023-08-09,34000.0,34500.0,34200.0,33800.0
1113,HPG,2023-08-09,27800.0,27200.0,35500.0,27500.0
1114,POW,2023-08-09,13900.0,14200.0,14200.0,21500.0
1115,POW,2023-08-08,14100.0,20500.0,15500.0,20500.0
1116,VHM,2023-08-08,62800.0,62900.0,63800.0,62500.0
1117,FPT,2023-08-08,84200.0,84000.0,84600.0,83800.0
1118,HPG,2023-08-08,27200.0,27600.0,27900.0,28500.0
1119,TCB,2023-08-08,34000.0,34400.0,34500.0,42500.0
1120,VHM,2023-08-07,62900.0,63700.0,63700.0,61600.0
1121,FPT,2023-08-07,84500.0,83600.0,84500.0,83300.0
1122,POW,2023-08-07,13700.0,19500.0,13800.0,18500.0
1123,TCB,2023-08-07,37500.0,34200.0,38500.0,34000.0
1124,HPG,2023-08-07,32500.0,32500.0,34500.0,27300.0
1125,HPG,2023-08-04,30500.0,26800.0,27500.0,26800.0
1126,FPT,2023-08-04,83300.0,84000.0,84500.0,83300.0
1127,TCB,2023-08-04,33600.0,39500.0,34200.0,37500.0
1128,VHM,2023-08-04,63000.0,60900.0,63800.0,60600.0
1129,POW,2023-08-04,13600.0,13500.0,13700.0,13400.0
1130,FPT,2023-08-03,83700.0,83800.0,84200.0,82900.0
1131,POW,2023-08-03,13500.0,13700.0,13700.0,17500.0
1132,HPG,2023-08-03,34500.0,30500.0,27500.0,26500.0
1133,VHM,2023-08-03,60100.0,62000.0,62200.0,60100.0
1134,TCB,2023-08-03,33500.0,34000.0,34500.0,33500.0
1135,HPG,2023-08-02,27500.0,27400.0,35500.0,29500.0
1136,TCB,2023-08-02,33900.0,33900.0,34100.0,40500.0
1137,FPT,2023-08-02,83500.0,84500.0,84800.0,83500.0
1138,VHM,2023-08-02,61900.0,62600.0,62900.0,61900.0
1139,POW,2023-08-02,13700.0,13500.0,13700.0,13400.0
1140,TCB,2023-08-01,34000.0,34600.0,34600.0,34000.0
1141,FPT,2023-08-01,84500.0,85600.0,86300.0,84500.0
1142,VHM,2023-08-01,62800.0,63900.0,66200.0,62800.0
1143,HPG,2023-08-01,27500.0,28100.0,28100.0,27500.0
1144,POW,2023-08-01,17500.0,21500.0,21500.0,13400.0
1145,FPT,2023-07-31,85600.0,84700.0,85800.0,84400.0
1146,TCB,2023-07-31,34300.0,34100.0,34600.0,34000.0
1147,POW,2023-07-31,13700.0,19500.0,13900.0,18500.0
1148,HPG,2023-07-31,28200.0,28200.0,30500.0,30500.0
1149,VHM,2023-07-31,63000.0,62200.0,63000.0,61000.0
1150,FPT,2023-07-28,84400.0,83500.0,84400.0,83100.0
1151,VHM,2023-07-28,58900.0,57700.0,58900.0,57400.0
1152,TCB,2023-07-28,33800.0,33500.0,33800.0,33000.0
1153,HPG,2023-07-28,28300.0,28400.0,28600.0,29500.0
1154,POW,2023-07-28,18500.0,13300.0,13600.0,13300.0
1155,FPT,2023-07-27,83700.0,82800.0,84400.0,82800.0
1156,POW,2023-07-27,13300.0,13600.0,19500.0,13300.0
1157,HPG,2023-07-27,28400.0,28400.0,28700.0,28100.0
1158,TCB,2023-07-27,33100.0,36500.0,37500.0,32700.0
1159,VHM,2023-07-27,57500.0,59000.0,59100.0,57500.0
1160,FPT,2023-07-26,82700.0,81200.0,82700.0,81100.0
1161,POW,2023-07-26,18500.0,13300.0,13800.0,13200.0
1162,HPG,2023-07-26,28400.0,30500.0,32500.0,29500.0
1163,TCB,2023-07-26,37500.0,33500.0,38500.0,33200.0
1164,VHM,2023-07-26,59000.0,58300.0,59000.0,58300.0
1165,POW,2023-07-25,15500.0,13400.0,13400.0,13200.0
1166,HPG,2023-07-25,30500.0,30500.0,31500.0,28000.0
1167,TCB,2023-07-25,33500.0,32800.0,33800.0,32700.0
1168,FPT,2023-07-25,81300.0,81000.0,82200.0,81000.0
1169,VHM,2023-07-25,58600.0,58800.0,59200.0,58200.0
1170,VHM,2023-07-24,59100.0,59500.0,59500.0,58100.0
1171,HPG,2023-07-24,30500.0,32500.0,28600.0,28000.0
1172,FPT,2023-07-24,81000.0,81000.0,81300.0,80600.0
1173,TCB,2023-07-24,36500.0,36500.0,32500.0,33500.0
1174,POW,2023-07-24,13300.0,16500.0,13400.0,13200.0
1175,VHM,2023-07-21,59000.0,57500.0,59000.0,57300.0
1176,POW,2023-07-21,15500.0,13300.0,13300.0,13100.0
1177,TCB,2023-07-21,32300.0,39500.0,32300.0,39500.0
1178,HPG,2023-07-21,28400.0,31500.0,28400.0,28100.0
1179,FPT,2023-07-21,81000.0,79700.0,81000.0,79600.0
1180,FPT,2023-07-20,80300.0,78600.0,81300.0,78500.0
1181,TCB,2023-07-20,31900.0,32400.0,32400.0,31800.0
1182,POW,2023-07-20,13300.0,13300.0,13300.0,13100.0
1183,VHM,2023-07-20,57700.0,58500.0,58500.0,57300.0
1184,HPG,2023-07-20,28200.0,27300.0,28200.0,27300.0
1185,HPG,2023-07-19,27400.0,27100.0,27700.0,27500.0
1186,TCB,2023-07-19,32300.0,38500.0,32900.0,34500.0
1187,FPT,2023-07-19,78500.0,78500.0,78900.0,78300.0
1188,POW,2023-07-19,13300.0,18500.0,18500.0,13300.0
1189,VHM,2023-07-19,58500.0,58800.0,59000.0,58200.0
1190,HPG,2023-07-18,27200.0,27300.0,30500.0,27500.0
1191,VHM,2023-07-18,58800.0,58500.0,59400.0,58000.0
1192,FPT,2023-07-18,78700.0,79000.0,79000.0,78100.0
1193,POW,2023-07-18,13500.0,16500.0,18500.0,13300.0
1194,TCB,2023-07-18,32300.0,31900.0,32300.0,31800.0
1195,FPT,2023-07-17,79000.0,79000.0,79200.0,78500.0
1196,TCB,2023-07-17,31900.0,32100.0,32100.0,31800.0
1197,HPG,2023-07-17,27300.0,27700.0,34500.0,27200.0
1198,VHM,2023-07-17,59000.0,56700.0,59000.0,56500.0
1199,POW,2023-07-17,16500.0,13400.0,13400.0,15500.0
1200,HPG,2023-07-14,27500.0,28500.0,27500.0,27500.0
1201,VHM,2023-07-14,56400.0,56500.0,56600.0,55800.0
1202,POW,2023-07-14,13300.0,16500.0,13400.0,13200.0
1203,TCB,2023-07-14,40500.0,32200.0,32200.0,31700.0
1204,FPT,2023-07-14,78300.0,76900.0,78300.0,76100.0
1205,HPG,2023-07-13,27500.0,27500.0,27500.0,26900.0
1206,FPT,2023-07-13,75800.0,75800.0,75800.0,75400.0
1207,TCB,2023-07-13,40500.0,31700.0,32000.0,37500.0
1208,POW,2023-07-13,16500.0,13300.0,17500.0,15500.0
1209,VHM,2023-07-13,56300.0,55400.0,56300.0,55300.0
1210,POW,2023-07-12,15500.0,16500.0,13400.0,14500.0
1211,VHM,2023-07-12,55100.0,53900.0,55300.0,53900.0
1212,FPT,2023-07-12,75300.0,75000.0,75700.0,74900.0
1213,HPG,2023-07-12,27000.0,27300.0,31500.0,32500.0
1214,TCB,2023-07-12,37500.0,31900.0,32000.0,31600.0
1215,POW,2023-07-11,15500.0,15500.0,16500.0,14500.0
1216,VHM,2023-07-11,53900.0,53600.0,53900.0,53600.0
1217,TCB,2023-07-11,40500.0,32200.0,35500.0,40500.0
1218,HPG,2023-07-11,27300.0,27800.0,28500.0,29500.0
1219,FPT,2023-07-11,75000.0,75300.0,75400.0,75000.0
1220,POW,2023-07-10,13200.0,13100.0,15500.0,13100.0
1221,HPG,2023-07-10,27700.0,31500.0,36500.0,30500.0
1222,FPT,2023-07-10,75300.0,75300.0,75900.0,74900.0
1223,VHM,2023-07-10,53800.0,54100.0,54400.0,53600.0
1224,TCB,2023-07-10,32000.0,32000.0,32100.0,31700.0
1225,VHM,2023-07-07,54000.0,54500.0,54900.0,54000.0
1226,HPG,2023-07-07,31500.0,26900.0,31500.0,26500.0
1227,FPT,2023-07-07,75300.0,74200.0,75500.0,74200.0
1228,TCB,2023-07-07,36500.0,31500.0,31800.0,31300.0
1229,POW,2023-07-07,13100.0,15500.0,15500.0,12900.0
1230,HPG,2023-07-06,27000.0,26900.0,28500.0,26500.0
1231,TCB,2023-07-06,36500.0,40500.0,32500.0,31200.0
1232,FPT,2023-07-06,74600.0,74800.0,75200.0,74000.0
1233,POW,2023-07-06,15500.0,13500.0,18500.0,14500.0
1234,VHM,2023-07-06,54500.0,55300.0,55900.0,54500.0
1235,VHM,2023-07-05,56100.0,56500.0,56500.0,55300.0
1236,TCB,2023-07-05,40500.0,33500.0,32400.0,40500.0
1237,POW,2023-07-05,13500.0,17500.0,18500.0,13400.0
1238,FPT,2023-07-05,74800.0,75100.0,76500.0,74800.0
1239,HPG,2023-07-05,35500.0,26400.0,27200.0,28500.0
1240,HPG,2023-07-04,28500.0,27500.0,28500.0,25900.0
1241,FPT,2023-07-04,87000.0,86400.0,87000.0,86200.0
1242,TCB,2023-07-04,32000.0,32000.0,32100.0,39500.0
1243,POW,2023-07-04,13400.0,17500.0,17500.0,15500.0
1244,VHM,2023-07-04,56500.0,55900.0,56800.0,55500.0
1245,TCB,2023-07-03,32000.0,32700.0,32700.0,32000.0
1246,POW,2023-07-03,13300.0,13400.0,18500.0,13300.0
1247,HPG,2023-07-03,26200.0,26200.0,30500.0,25900.0
1248,FPT,2023-07-03,86400.0,86500.0,86800.0,86000.0
1249,VHM,2023-07-03,55900.0,55000.0,55900.0,55000.0
1250,POW,2023-06-30,13400.0,18500.0,13600.0,16500.0
1251,TCB,2023-06-30,35500.0,38500.0,32800.0,35500.0
1252,HPG,2023-06-30,27500.0,25700.0,26200.0,31500.0
1253,FPT,2023-06-30,86000.0,86500.0,86600.0,86000.0
1254,VHM,2023-06-30,55000.0,54800.0,55500.0,54300.0
1255,VHM,2023-06-29,55000.0,55400.0,55400.0,54900.0
1256,HPG,2023-06-29,25800.0,32500.0,26700.0,25800.0
1257,FPT,2023-06-29,86500.0,87000.0,87100.0,86500.0
1258,TCB,2023-06-29,38500.0,33300.0,33400.0,38500.0
1259,POW,2023-06-29,18500.0,13700.0,13800.0,18500.0
1260,VHM,2023-06-28,55400.0,56100.0,56200.0,55000.0
1261,FPT,2023-06-28,87000.0,87400.0,87800.0,87000.0
1262,TCB,2023-06-28,33300.0,41500.0,33300.0,39500.0
1263,HPG,2023-06-28,26600.0,26000.0,26700.0,25900.0
1264,POW,2023-06-28,13800.0,13700.0,13900.0,19500.0
1265,TCB,2023-06-27,41500.0,33300.0,33400.0,32900.0
1266,HPG,2023-06-27,25800.0,28500.0,25800.0,25100.0
1267,POW,2023-06-27,13600.0,19500.0,20500.0,18500.0
1268,FPT,2023-06-27,87300.0,86000.0,87300.0,86000.0
1269,VHM,2023-06-27,55900.0,55500.0,55900.0,55400.0
1270,POW,2023-06-26,19500.0,20500.0,20500.0,18500.0
1271,TCB,2023-06-26,33300.0,32900.0,33300.0,37500.0
1272,FPT,2023-06-26,85800.0,85100.0,85800.0,84600.0
1273,VHM,2023-06-26,55500.0,55600.0,55800.0,54800.0
1274,HPG,2023-06-26,25200.0,25400.0,25500.0,24700.0
1275,TCB,2023-06-23,32900.0,38500.0,35500.0,37500.0
1276,VHM,2023-06-23,56000.0,55200.0,56000.0,55100.0
1277,FPT,2023-06-23,85100.0,85600.0,85600.0,84800.0
1278,POW,2023-06-23,13700.0,21500.0,13900.0,19500.0
1279,HPG,2023-06-23,25400.0,32500.0,30500.0,31500.0
1280,VHM,2023-06-22,55700.0,55000.0,55700.0,54700.0
1281,TCB,2023-06-22,32600.0,32900.0,34500.0,32600.0
1282,FPT,2023-06-22,85500.0,86100.0,86500.0,84700.0
1283,HPG,2023-06-22,32500.0,24700.0,33500.0,27500.0
1284,POW,2023-06-22,20500.0,13700.0,21500.0,13600.0
1285,POW,2023-06-21,19500.0,13600.0,20500.0,18500.0
1286,VHM,2023-06-21,54600.0,55000.0,55300.0,54300.0
1287,TCB,2023-06-21,32500.0,33500.0,32500.0,32100.0
1288,FPT,2023-06-21,85800.0,85500.0,86400.0,85400.0
1289,HPG,2023-06-21,24600.0,23700.0,30500.0,23500.0
1290,HPG,2023-06-20,29500.0,26500.0,29500.0,23300.0
1291,TCB,2023-06-20,33500.0,32200.0,34500.0,40500.0
1292,VHM,2023-06-20,55100.0,55000.0,55700.0,54500.0
1293,FPT,2023-06-20,85500.0,85000.0,85800.0,84700.0
1294,POW,2023-06-20,13600.0,18500.0,19500.0,17500.0
1295,POW,2023-06-19,18500.0,18500.0,19500.0,13500.0
1296,FPT,2023-06-19,84700.0,84700.0,85500.0,84500.0
1297,VHM,2023-06-19,55000.0,56100.0,56100.0,54800.0
1298,HPG,2023-06-19,26500.0,27500.0,23500.0,23300.0
1299,TCB,2023-06-19,32100.0,37500.0,37500.0,40500.0
1300,FPT,2023-06-16,84500.0,84100.0,86200.0,83400.0
1301,POW,2023-06-16,13500.0,13600.0,20500.0,13500.0
1302,VHM,2023-06-16,56000.0,56400.0,56900.0,55000.0
1303,TCB,2023-06-16,37500.0,38500.0,37500.0,32500.0
1304,HPG,2023-06-16,27500.0,25500.0,23800.0,24500.0
1305,TCB,2023-06-15,38500.0,32600.0,32900.0,32400.0
1306,FPT,2023-06-15,84100.0,84200.0,84400.0,83600.0
1307,HPG,2023-06-15,24500.0,23000.0,25500.0,23000.0
1308,POW,2023-06-15,18500.0,20500.0,20500.0,18500.0
1309,VHM,2023-06-15,56500.0,57000.0,57900.0,55800.0
1310,VHM,2023-06-14,57000.0,56800.0,58200.0,56700.0
1311,HPG,2023-06-14,23100.0,27500.0,27500.0,23100.0
1312,TCB,2023-06-14,32600.0,33000.0,37500.0,37500.0
1313,FPT,2023-06-14,84200.0,84300.0,84800.0,84100.0
1314,POW,2023-06-14,20500.0,21500.0,22500.0,20500.0
1315,VHM,2023-06-13,56700.0,55200.0,56700.0,55100.0
1316,HPG,2023-06-13,23400.0,23000.0,27500.0,22900.0
1317,FPT,2023-06-13,84400.0,84400.0,84900.0,84300.0
1318,POW,2023-06-13,21500.0,14500.0,14500.0,20500.0
1319,TCB,2023-06-13,32800.0,32700.0,32900.0,32400.0
1320,POW,2023-06-12,13900.0,20500.0,14500.0,20500.0
1321,HPG,2023-06-12,31500.0,23100.0,24500.0,22500.0
1322,FPT,2023-06-12,84900.0,84500.0,84900.0,83600.0
1323,TCB,2023-06-12,32700.0,34500.0,40500.0,31900.0
1324,VHM,2023-06-12,55400.0,55500.0,55500.0,54400.0
1325,POW,2023-06-09,20500.0,21500.0,13900.0,13700.0
1326,HPG,2023-06-09,22900.0,22800.0,22900.0,22500.0
1327,TCB,2023-06-09,32400.0,31800.0,32500.0,31600.0
1328,FPT,2023-06-09,84600.0,84300.0,84700.0,83700.0
1329,VHM,2023-06-09,55500.0,55000.0,55800.0,54800.0
1330,TCB,2023-06-08,38500.0,32700.0,39500.0,38500.0
1331,HPG,2023-06-08,22800.0,22700.0,24500.0,22700.0
1332,POW,2023-06-08,13800.0,21500.0,14200.0,20500.0
1333,VHM,2023-06-08,55400.0,55300.0,56000.0,55100.0
1334,FPT,2023-06-08,83600.0,84700.0,84900.0,83500.0
1335,TCB,2023-06-07,32600.0,37500.0,39500.0,32200.0
1336,VHM,2023-06-07,55300.0,55300.0,55700.0,54500.0
1337,HPG,2023-06-07,22600.0,22000.0,22800.0,22000.0
1338,FPT,2023-06-07,85000.0,85000.0,85400.0,84300.0
1339,POW,2023-06-07,20500.0,13900.0,22500.0,20500.0
1340,TCB,2023-06-06,32700.0,31900.0,32700.0,38500.0
1341,HPG,2023-06-06,28500.0,21700.0,29500.0,26500.0
1342,FPT,2023-06-06,85300.0,85300.0,85300.0,84700.0
1343,VHM,2023-06-06,55000.0,54400.0,55000.0,53900.0
1344,POW,2023-06-06,13800.0,14000.0,14000.0,20500.0
1345,TCB,2023-06-05,31900.0,36500.0,32800.0,31900.0
1346,HPG,2023-06-05,27500.0,21800.0,22500.0,21600.0
1347,VHM,2023-06-05,53700.0,54000.0,55100.0,53300.0
1348,POW,2023-06-05,22500.0,13700.0,14100.0,19500.0
1349,FPT,2023-06-05,85000.0,83900.0,85200.0,83800.0
1350,FPT,2023-06-02,83800.0,83500.0,84300.0,83100.0
1351,VHM,2023-06-02,53400.0,53500.0,53900.0,53000.0
1352,HPG,2023-06-02,21600.0,21500.0,21800.0,25500.0
1353,TCB,2023-06-02,32200.0,30800.0,32200.0,30700.0
1354,POW,2023-06-02,19500.0,13700.0,20500.0,13600.0
1355,POW,2023-06-01,19500.0,13700.0,20500.0,18500.0
1356,FPT,2023-06-01,83500.0,84000.0,84000.0,83100.0
1357,TCB,2023-06-01,30300.0,30000.0,30300.0,36500.0
1358,VHM,2023-06-01,53000.0,53500.0,54000.0,53000.0
1359,HPG,2023-06-01,21400.0,22500.0,21400.0,21500.0
1360,TCB,2023-05-31,38500.0,30200.0,30300.0,29900.0
1361,POW,2023-05-31,19500.0,19500.0,21500.0,18500.0
1362,HPG,2023-05-31,21200.0,21400.0,25500.0,22500.0
1363,FPT,2023-05-31,84100.0,84200.0,84200.0,83100.0
1364,VHM,2023-05-31,53500.0,55000.0,55000.0,53500.0
1365,HPG,2023-05-30,24500.0,21500.0,21600.0,23500.0
1366,FPT,2023-05-30,84000.0,83000.0,84900.0,82900.0
1367,POW,2023-05-30,19500.0,19500.0,20500.0,18500.0
1368,TCB,2023-05-30,30200.0,30400.0,34500.0,30000.0
1369,VHM,2023-05-30,54900.0,56000.0,56000.0,54600.0
1370,TCB,2023-05-29,30200.0,30000.0,30200.0,29800.0
1371,POW,2023-05-29,13600.0,13600.0,13800.0,18500.0
1372,FPT,2023-05-29,83100.0,83500.0,83700.0,82900.0
1373,HPG,2023-05-29,25500.0,21300.0,25500.0,21200.0
1374,VHM,2023-05-29,55500.0,55000.0,56300.0,55000.0
1375,POW,2023-05-26,13600.0,18500.0,13700.0,13500.0
1376,TCB,2023-05-26,29900.0,29900.0,38500.0,35500.0
1377,VHM,2023-05-26,55000.0,55000.0,56400.0,54600.0
1378,FPT,2023-05-26,83100.0,83100.0,83400.0,82300.0
1379,HPG,2023-05-26,21100.0,21300.0,21400.0,28500.0
1380,HPG,2023-05-25,21200.0,21300.0,25500.0,21200.0
1381,POW,2023-05-25,17500.0,13500.0,19500.0,17500.0
1382,TCB,2023-05-25,29800.0,29800.0,29900.0,29600.0
1383,FPT,2023-05-25,83200.0,81200.0,83400.0,81000.0
1384,VHM,2023-05-25,55000.0,54700.0,55600.0,54000.0
1385,TCB,2023-05-24,29800.0,30400.0,35500.0,36500.0
1386,VHM,2023-05-24,54500.0,53700.0,54500.0,53300.0
1387,HPG,2023-05-24,21300.0,21900.0,21900.0,21300.0
1388,FPT,2023-05-24,81300.0,82000.0,82100.0,81100.0
1389,POW,2023-05-24,13500.0,20500.0,20500.0,13500.0
1390,POW,2023-05-23,19500.0,13700.0,13900.0,19500.0
1391,HPG,2023-05-23,21700.0,30500.0,22500.0,21600.0
1392,FPT,2023-05-23,82000.0,82500.0,82500.0,81400.0
1393,TCB,2023-05-23,33500.0,30700.0,30700.0,30000.0
1394,VHM,2023-05-23,53700.0,54500.0,54500.0,53000.0
1395,FPT,2023-05-22,82500.0,82800.0,82800.0,82000.0
1396,TCB,2023-05-22,30500.0,29700.0,30600.0,29700.0
1397,VHM,2023-05-22,54100.0,55000.0,55000.0,53500.0
1398,POW,2023-05-22,13600.0,13600.0,20500.0,13500.0
1399,HPG,2023-05-22,21900.0,21800.0,22100.0,28500.0
1400,VHM,2023-05-19,54100.0,55500.0,55500.0,53500.0
1401,FPT,2023-05-19,82800.0,83000.0,83300.0,81800.0
1402,HPG,2023-05-19,21800.0,22000.0,22100.0,27500.0
1403,POW,2023-05-19,13500.0,13400.0,13800.0,13400.0
1404,TCB,2023-05-19,35500.0,34500.0,36500.0,31500.0
1405,TCB,2023-05-18,34500.0,31500.0,29700.0,31500.0
1406,HPG,2023-05-18,30500.0,21900.0,22200.0,21800.0
1407,POW,2023-05-18,13400.0,16500.0,18500.0,13300.0
1408,FPT,2023-05-18,82900.0,81800.0,83000.0,81400.0
1409,VHM,2023-05-18,55000.0,53900.0,55800.0,53500.0
1410,FPT,2023-05-17,81500.0,81900.0,82700.0,81100.0
1411,POW,2023-05-17,13300.0,13500.0,13600.0,13300.0
1412,HPG,2023-05-17,21800.0,22000.0,22100.0,28500.0
1413,VHM,2023-05-17,53400.0,52200.0,53900.0,52200.0
1414,TCB,2023-05-17,31500.0,29700.0,29900.0,31500.0
1415,POW,2023-05-16,13500.0,17500.0,13600.0,13400.0
1416,TCB,2023-05-16,29800.0,30100.0,30100.0,36500.0
